"R‚f‚rence
immobilisation";"D‚signation
";"Date 
d'acquisition";"Date de
mise en service";"Valeur
d'acquisition";"Valeur
r‚siduelle";;"Groupe 
immobilisation";"Libell‚ groupe
immobilisation"
MOB/000076/DRK125;BUREAU EN BOIS;09/07/2014;09/07/2014;73500;0;;881;MOBILIER DE BUREAU
MOB/000077/DRK125;BUREAU EN BOIS;09/07/2014;09/07/2014;73500;0;;881;MOBILIER DE BUREAU
MAI/000021/CAB100;IMPRIMANTE HP LASER PRO 400M401d;10/07/2014;10/07/2014;205000;0;;879;MATERIEL INFORMATIQUE
MOB/000117/DRO600;FAUTEUIL;10/07/2014;10/07/2014;115000;0;;881;MOBILIER DE BUREAU
MOB/000118/DRO600;FAUTEUIL;10/07/2014;10/07/2014;215000;0;;881;MOBILIER DE BUREAU
MOB/000119/DRO600;FAUTEUIL;10/07/2014;10/07/2014;215000;0;;881;MOBILIER DE BUREAU
MOB/000120/DRO600;FAUTEUIL;10/07/2014;10/07/2014;215000;0;;881;MOBILIER DE BUREAU
MOB/000121/DRO600;FAUTEUIL;10/07/2014;10/07/2014;215000;0;;881;MOBILIER DE BUREAU
MOB/000122/DRO600;FAUTEUIL;10/07/2014;10/07/2014;215000;0;;881;MOBILIER DE BUREAU
MOB/000123/DRO600;FAUTEUIL;10/07/2014;10/07/2014;215000;0;;881;MOBILIER DE BUREAU
MSA/000001/DME200;VIDEO PROJECTEUR;11/07/2014;11/07/2014;390000;0;;877;MATERIEL DE SONORISATION AUDIO VISUEL
MAC/000017/DRO625;CLIMATISEUR 3CV;11/07/2014;11/07/2014;450000;0;;873;MATERIEL DE CLIMATISATION
MOB/000022/CRB175;BANCS POUR CLIENTS;12/07/2014;12/07/2014;60000;0;;881;MOBILIER DE BUREAU
MOB/000023/CRB175;CHAISE POUR VISITEUR;12/07/2014;12/07/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000024/CRB175;BANCS POUR CLIENTS;12/07/2014;12/07/2014;60000;0;;881;MOBILIER DE BUREAU
MOB/000025/CRB175;CHAISE POUR VISITEUR;12/07/2014;12/07/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000026/CRB175;CHAISE POUR VISITEUR;12/07/2014;12/07/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000027/CRB175;CHAISE POUR VISITEUR;12/07/2014;12/07/2014;25000;0;;881;MOBILIER DE BUREAU
MAE/000013/CRK200;SONDE PIEZOMETRIQUEPLS 100;14/07/2014;14/07/2014;550000;0;;859;MATERIEL ELECTROMECANIQUE
MAC/000010/DRK100;CLIMATISEUR SHARP 1.5CV;14/07/2014;14/07/2014;350000;0;;873;MATERIEL DE CLIMATISATION
MAI/000001/DRB450;ORDINATEUR COMPLET;15/07/2014;15/07/2014;475000;0;;879;MATERIEL INFORMATIQUE
MAI/000004/CRP150;ORDINATEUR HP PRO 3500;15/07/2014;15/07/2014;475000;0;;879;MATERIEL INFORMATIQUE
MAI/000005/DRO200;PROCESSEUR TSX P572623 M;15/07/2014;15/07/2014;2293727;0;;879;MATERIEL INFORMATIQUE
MAI/000013/DRO600;ORDINATEUR COMPLET;15/07/2014;15/07/2014;475000;0;;879;MATERIEL INFORMATIQUE
MAI/000529/DSI400;ORDINATEUR PORTABLE ICORE5.3;15/07/2014;15/07/2014;560000;0;;879;MATERIEL INFORMATIQUE
MAI/000530/DSI400;ORDINATEUR HP PRO 3500;15/07/2014;15/07/2014;475000;0;;879;MATERIEL INFORMATIQUE
OUT/000012/CRK200;ECHELLE ALU DOUBLE PIEDS;16/07/2014;16/07/2014;197000;0;;865;MATERIEL ET OUTILLAGE
OUT/000013/CRK200;TOPODOMETRE REF490502;16/07/2014;16/07/2014;360000;0;;865;MATERIEL ET OUTILLAGE
MOB/000015/DRH100;FAUTEUIL;16/07/2014;16/07/2014;265000;0;;881;MOBILIER DE BUREAU
MOB/000016/DRH100;FAUTEUIL;16/07/2014;16/07/2014;265000;0;;881;MOBILIER DE BUREAU
MOB/000017/DRH100;FAUTEUIL;16/07/2014;16/07/2014;265000;0;;881;MOBILIER DE BUREAU
MOB/000088/DRK125;FAUTEUIL;16/07/2014;16/07/2014;83766;0;;881;MOBILIER DE BUREAU
MOB/000089/DRK125;FAUTEUIL;16/07/2014;16/07/2014;83766;0;;881;MOBILIER DE BUREAU
MOB/000090/DRK125;FAUTEUIL;16/07/2014;16/07/2014;83766;0;;881;MOBILIER DE BUREAU
MOB/000091/DRK125;FAUTEUIL;16/07/2014;16/07/2014;83766;0;;881;MOBILIER DE BUREAU
MAV/000006/CRY100;VENTILATEURS PLAFONNIER;17/07/2014;17/07/2014;30000;0;;874;MATERIEL DE VENTILATION
MAV/000007/CRY100;VENTILATEURS PLAFONNIER;17/07/2014;17/07/2014;30000;0;;874;MATERIEL DE VENTILATION
MAV/000008/CRY100;VENTILATEURS PLAFONNIER;17/07/2014;17/07/2014;30000;0;;874;MATERIEL DE VENTILATION
MAV/000009/CRY100;VENTILATEURS PLAFONNIER;17/07/2014;17/07/2014;30000;0;;874;MATERIEL DE VENTILATION
MAV/000010/CRY100;VENTILATEURS PLAFONNIER;17/07/2014;17/07/2014;30000;0;;874;MATERIEL DE VENTILATION
MAI/000001/DKO125;IMPRIMANTE LASER 1102;17/07/2014;17/07/2014;125000;0;;879;MATERIEL INFORMATIQUE
MAI/000005/CRL175;IMPRIMANTE LASER JET;18/07/2014;18/07/2014;200000;0;;879;MATERIEL INFORMATIQUE
MAI/000008/CRO225;ORDINATEUR DE BUREAU;18/07/2014;18/07/2014;450000;0;;879;MATERIEL INFORMATIQUE
MAI/000014/DRO600;ORDINATEUR DE BUREAU;18/07/2014;18/07/2014;450000;0;;879;MATERIEL INFORMATIQUE
MAI/000015/DRO600;ORDINATEUR DE BUREAU;18/07/2014;18/07/2014;450000;0;;879;MATERIEL INFORMATIQUE
MAI/000030/CRL100;ORDINATEUR PORTABLE COREI7;18/07/2014;18/07/2014;500000;0;;879;MATERIEL INFORMATIQUE
MAI/000010/DRO650;IMPRIMANTE LASERJET HP1102;21/07/2014;21/07/2014;235000;0;;879;MATERIEL INFORMATIQUE
MOB/000002/DRO375;FAUTEUIL DE BUREAU;21/07/2014;21/07/2014;175000;0;;881;MOBILIER DE BUREAU
MOB/000003/DRO375;FAUTEUIL DE BUREAU;21/07/2014;21/07/2014;175000;0;;881;MOBILIER DE BUREAU
MOB/000004/DRO725;FAUTEUIL POUR CAISSIERE;22/07/2014;22/07/2014;147500;0;;881;MOBILIER DE BUREAU
MOB/000005/DRO725;FAUTEUIL POUR CAISSIERE;22/07/2014;22/07/2014;147500;0;;881;MOBILIER DE BUREAU
MAE/000008/DRO600;INVESRSEUR +PARAFOUDRE 5KVA;23/07/2014;23/07/2014;4235475;0;;857;MATERIEL ELECTRIQUE
MAI/000007/DEX100;ORDI PORTABLE TOSHIBA COREI7;23/07/2014;23/07/2014;565000;0;;879;MATERIEL INFORMATIQUE
MOB/000098/DRO625;FAUTEUIL BUREAU;23/07/2014;23/07/2014;140000;0;;881;MOBILIER DE BUREAU
MOB/000099/DRO625;FAUTEUIL BUREAU;23/07/2014;23/07/2014;140000;0;;881;MOBILIER DE BUREAU
MOB/000100/DRO625;FAUTEUIL BUREAU;23/07/2014;23/07/2014;140000;0;;881;MOBILIER DE BUREAU
MOB/000101/DRO625;FAUTEUIL BUREAU;23/07/2014;23/07/2014;140000;0;;881;MOBILIER DE BUREAU
MOB/000102/DRO625;FAUTEUIL BUREAU;23/07/2014;23/07/2014;140000;0;;881;MOBILIER DE BUREAU
MOB/000103/DRO625;FAUTEUIL BUREAU;23/07/2014;23/07/2014;140000;0;;881;MOBILIER DE BUREAU
MAI/000574/DSI400;RACK 42U 19 POUCES;30/07/2014;30/07/2014;1350000;0;;879;MATERIEL INFORMATIQUE
MAI/000575/DSI400;RACK 42U 19 POUCES;30/07/2014;30/07/2014;1350000;0;;879;MATERIEL INFORMATIQUE
MAI/000576/DSI400;RACK 42U 19 POUCES;30/07/2014;30/07/2014;1350000;0;;879;MATERIEL INFORMATIQUE
MOB/000059/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000060/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000061/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000062/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000063/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000064/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000065/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000066/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000067/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000068/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000069/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000070/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000071/DRK125;CHAISES VISITEURS;30/07/2014;30/07/2014;24000;0;;881;MOBILIER DE BUREAU
OUT/000098/DEX100;PINCE A SERTIRE HK5;31/07/2014;31/07/2014;1917500;0;;865;MATERIEL ET OUTILLAGE
OUT/000099/DEX100;PERCEUSE VISSEUSE 600W BOSCH GBM 10;31/07/2014;31/07/2014;125177;0;;865;MATERIEL ET OUTILLAGE
OUT/000100/DEX100;EXTRACTEUR HYDRAULIQUE;31/07/2014;31/07/2014;1027150;0;;865;MATERIEL ET OUTILLAGE
OUT/000101/DEX100;CAPTEUR DE VIBRATION SKF CMAS100-SL;31/07/2014;31/07/2014;1108541;0;;865;MATERIEL ET OUTILLAGE
OUT/000102/DEX100;APPAREIL DE CHAUFFAGE SKF 100 M;31/07/2014;31/07/2014;2618604;0;;865;MATERIEL ET OUTILLAGE
OUT/000103/DEX100;EXTRACTEUR SKF TMMD100;31/07/2014;31/07/2014;492765;0;;865;MATERIEL ET OUTILLAGE
OUT/000104/DEX100;DECOLLEUR DE ROULEMENT SKF;31/07/2014;31/07/2014;454860;0;;865;MATERIEL ET OUTILLAGE
OUT/000105/DEX100;OUTILS DE DEMONTAGE SKF TMFT36;31/07/2014;31/07/2014;339340;0;;865;MATERIEL ET OUTILLAGE
OUT/000106/DEX100;COMPTEUR DE GRAISSE SKF LAGM;31/07/2014;31/07/2014;303447;0;;865;MATERIEL ET OUTILLAGE
OUT/000107/DEX100;EXTRACTEUR SKF LAGM;31/07/2014;31/07/2014;419662;0;;865;MATERIEL ET OUTILLAGE
OUT/000108/DEX100;APPAREIL DE SURVELLANCE SKF;31/07/2014;31/07/2014;1108541;0;;865;MATERIEL ET OUTILLAGE
OUT/000109/DEX100;CAPTEUR DE VIBRATION SKF CMAS100-SL;31/07/2014;31/07/2014;1108541;0;;865;MATERIEL ET OUTILLAGE
MOB/000042/DCM200;FAUTEUIL DE BUREAU;31/07/2014;31/07/2014;100000;0;;881;MOBILIER DE BUREAU
MOB/000043/DCM200;FAUTEUIL DE BUREAU;31/07/2014;31/07/2014;180000;0;;881;MOBILIER DE BUREAU
MOB/000044/DCM200;FAUTEUIL DE BUREAU;31/07/2014;31/07/2014;100000;0;;881;MOBILIER DE BUREAU
MOB/000045/DCM200;FAUTEUIL DE BUREAU;31/07/2014;31/07/2014;100000;0;;881;MOBILIER DE BUREAU
MOB/000046/DCM200;FAUTEUIL DE BUREAU;31/07/2014;31/07/2014;100000;0;;881;MOBILIER DE BUREAU
MOB/000047/DCM200;FAUTEUIL DE BUREAU;31/07/2014;31/07/2014;100000;0;;881;MOBILIER DE BUREAU
MOB/000048/DCM200;FAUTEUIL DE BUREAU;31/07/2014;31/07/2014;100000;0;;881;MOBILIER DE BUREAU
MOB/000049/DCM200;FAUTEUIL DE BUREAU;31/07/2014;31/07/2014;100000;0;;881;MOBILIER DE BUREAU
MOB/000050/DCM200;FAUTEUIL DE BUREAU;31/07/2014;31/07/2014;180000;0;;881;MOBILIER DE BUREAU
MOB/000051/DCM200;BUREAU DE CIQ CAISSONS;31/07/2014;31/07/2014;130000;0;;881;MOBILIER DE BUREAU
MOB/000052/DCM200;BUREAU DE CIQ CAISSONS;31/07/2014;31/07/2014;130000;0;;881;MOBILIER DE BUREAU
MOB/000053/DCM200;BUREAU DE CIQ CAISSONS;31/07/2014;31/07/2014;130000;0;;881;MOBILIER DE BUREAU
MOB/000059/DRO250;BUREAU DE CIQ CAISSONS;31/07/2014;31/07/2014;130000;0;;881;MOBILIER DE BUREAU
MAI/000001/DLG300;IMPRIMANTE LASER N/B;01/08/2014;01/08/2014;216400;0;;879;MATERIEL INFORMATIQUE
MAI/000002/SEG100;IMPRIMANTE PORTABLE;01/08/2014;01/08/2014;188900;0;;879;MATERIEL INFORMATIQUE
MAI/000004/CRK200;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000004/DJC100;IMPRIMANTE JET D'ENCRE COULEUR;01/08/2014;01/08/2014;92600;0;;879;MATERIEL INFORMATIQUE
MAI/000005/CRP150;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000006/DEX100;IMPRIMANTE LASER N/B;01/08/2014;01/08/2014;216400;0;;879;MATERIEL INFORMATIQUE
MAI/000008/CRP125;IMPRIMANTE JET D'ENCRE COULEUR;01/08/2014;01/08/2014;92600;0;;879;MATERIEL INFORMATIQUE
MAI/000063/CRK100;SERVEUR RACKABLE 2U;01/08/2014;01/08/2014;1680000;0;;879;MATERIEL INFORMATIQUE
MAI/000531/DSI400;SERVEUR TOUR;01/08/2014;01/08/2014;1582600;0;;879;MATERIEL INFORMATIQUE
MAI/000532/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000533/DSI400;IMPRIMANTE LASER N/B;01/08/2014;01/08/2014;216400;0;;879;MATERIEL INFORMATIQUE
MAI/000534/DSI400;IMPRIMANTE COULEUR;01/08/2014;01/08/2014;309600;0;;879;MATERIEL INFORMATIQUE
MAI/000535/DSI400;IMPRIMANTE PORTABLE;01/08/2014;01/08/2014;188900;0;;879;MATERIEL INFORMATIQUE
MAI/000536/DSI400;IMPRIMANTE JET D'ENCRE COULEUR;01/08/2014;01/08/2014;92600;0;;879;MATERIEL INFORMATIQUE
MAI/000537/DSI400;IMPRIMANTE MULTI FONCTIONNEL;01/08/2014;01/08/2014;138900;0;;879;MATERIEL INFORMATIQUE
MAI/000538/DSI400;FAX;01/08/2014;01/08/2014;170200;0;;879;MATERIEL INFORMATIQUE
MAI/000539/DSI400;SERVEUR TOUR;01/08/2014;01/08/2014;1582600;0;;879;MATERIEL INFORMATIQUE
MAI/000540/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000541/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000542/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000543/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000544/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000545/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000546/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000547/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000548/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000549/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000550/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000551/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000552/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000553/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000554/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000555/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000556/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000557/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000558/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000559/DSI400;IMPRIMANTE LASER CAISSE;01/08/2014;01/08/2014;66400;0;;879;MATERIEL INFORMATIQUE
MAI/000560/DSI400;IMPRIMANTE LASER N/B;01/08/2014;01/08/2014;216400;0;;879;MATERIEL INFORMATIQUE
MAI/000561/DSI400;IMPRIMANTE LASER N/B;01/08/2014;01/08/2014;216400;0;;879;MATERIEL INFORMATIQUE
MAI/000562/DSI400;IMPRIMANTE LASER N/B;01/08/2014;01/08/2014;216400;0;;879;MATERIEL INFORMATIQUE
MAI/000563/DSI400;IMPRIMANTE LASER N/B;01/08/2014;01/08/2014;216400;0;;879;MATERIEL INFORMATIQUE
MAI/000564/DSI400;IMPRIMANTE LASER N/B;01/08/2014;01/08/2014;216400;0;;879;MATERIEL INFORMATIQUE
MAI/000565/DSI400;IMPRIMANTE LASER N/B;01/08/2014;01/08/2014;216400;0;;879;MATERIEL INFORMATIQUE
MAI/000566/DSI400;IMPRIMANTE LASER N/B;01/08/2014;01/08/2014;216400;0;;879;MATERIEL INFORMATIQUE
MAI/000567/DSI400;IMPRIMANTE LASER N/B;01/08/2014;01/08/2014;216400;0;;879;MATERIEL INFORMATIQUE
MAI/000568/DSI400;IMPRIMANTE JET D'ENCRE COULEUR;01/08/2014;01/08/2014;92600;0;;879;MATERIEL INFORMATIQUE
MAI/000569/DSI400;IMPRIMANTE JET D'ENCRE COULEUR;01/08/2014;01/08/2014;92600;0;;879;MATERIEL INFORMATIQUE
MAI/000570/DSI400;IMPRIMANTE JET D'ENCRE COULEUR;01/08/2014;01/08/2014;92600;0;;879;MATERIEL INFORMATIQUE
MAI/000571/DSI400;SCANNER DE PRODUCTION;01/08/2014;01/08/2014;928600;0;;879;MATERIEL INFORMATIQUE
MAI/000572/DSI400;SCANNER DE PRODUCTION;01/08/2014;01/08/2014;928600;0;;879;MATERIEL INFORMATIQUE
MAI/000573/DSI400;SCANNER DE PRODUCTION;01/08/2014;01/08/2014;928600;0;;879;MATERIEL INFORMATIQUE
MOB/000104/DRO625;FAUTEUIL BUREAU;01/08/2014;01/08/2014;250000;0;;881;MOBILIER DE BUREAU
MOB/000105/DRO625;FAUTEUIL BUREAU;01/08/2014;01/08/2014;250000;0;;881;MOBILIER DE BUREAU
MOB/000108/DME200;ARMOIRE METALIQUE;01/08/2014;01/08/2014;500000;0;;881;MOBILIER DE BUREAU
MOB/000109/DME200;BUREAU;01/08/2014;01/08/2014;400000;0;;881;MOBILIER DE BUREAU
MOB/000110/DME200;CHAISE VISITEUR;01/08/2014;01/08/2014;60000;0;;881;MOBILIER DE BUREAU
MOB/000111/DME200;ARMOIRE METALIQUE;01/08/2014;01/08/2014;400000;0;;881;MOBILIER DE BUREAU
MOB/000112/DME200;CHAISE VISITEUR;01/08/2014;01/08/2014;60000;0;;881;MOBILIER DE BUREAU
MOB/000113/DME200;CHAISE VISITEUR;01/08/2014;01/08/2014;60000;0;;881;MOBILIER DE BUREAU
MOB/000114/DME200;CHAISE VISITEUR;01/08/2014;01/08/2014;60000;0;;881;MOBILIER DE BUREAU
MOB/000115/DME200;ARMOIRE METALIQUE;01/08/2014;01/08/2014;400000;0;;881;MOBILIER DE BUREAU
MOB/000116/DME200;ARMOIRE METALIQUE;01/08/2014;01/08/2014;400000;0;;881;MOBILIER DE BUREAU
MOB/000117/DME200;ARMOIRE METALIQUE;01/08/2014;01/08/2014;400000;0;;881;MOBILIER DE BUREAU
MOB/000118/DME200;FAUTEUIL BUREAU;01/08/2014;01/08/2014;250000;0;;881;MOBILIER DE BUREAU
MSA/000001/DEX100;VIDEO PROJECTEUR IN126ST DLP;04/08/2014;04/08/2014;488720;0;;877;MATERIEL DE SONORISATION AUDIO VISUEL
MAI/000577/DSI400;SWITCH CISCO 2960;04/08/2014;04/08/2014;580000;0;;879;MATERIEL INFORMATIQUE
MAI/000578/DSI400;SWITCH CISCO 2960;04/08/2014;04/08/2014;580000;0;;879;MATERIEL INFORMATIQUE
MAI/000579/DSI400;SWITCH CISCO 2960;04/08/2014;04/08/2014;580000;0;;879;MATERIEL INFORMATIQUE
MAI/000580/DSI400;SWITCH CISCO 2960;04/08/2014;04/08/2014;580000;0;;879;MATERIEL INFORMATIQUE
MAI/000583/DSI400;ROUTEUR INTERNET 1841;04/08/2014;04/08/2014;1000000;0;;879;MATERIEL INFORMATIQUE
MAI/000584/DSI400;SWITCH;04/08/2014;04/08/2014;425000;0;;879;MATERIEL INFORMATIQUE
MAI/000021/CRO100;ROUTEUR CISCO LINKSYS E900;06/08/2014;06/08/2014;126000;0;;879;MATERIEL INFORMATIQUE
MAI/000585/DSI400;ORDI PORTABLE HP PAVILLION G6-2217E;06/08/2014;06/08/2014;490000;0;;879;MATERIEL INFORMATIQUE
MAE/000067/DEX100;MOTEUR ELECTRIQUE 22 KW B3 400/6000;07/08/2014;07/08/2014;1845000;0;;857;MATERIEL ELECTRIQUE
MAI/000072/DRB600;ONDULEUR DE 1500 VA;07/08/2014;07/08/2014;90000;0;;879;MATERIEL INFORMATIQUE
MAI/000594/DSI400;ONDULEUR DE 1500 VA;07/08/2014;07/08/2014;90000;0;;879;MATERIEL INFORMATIQUE
MAI/000595/DSI400;ONDULEUR DE 1500 VA;07/08/2014;07/08/2014;90000;0;;879;MATERIEL INFORMATIQUE
MAI/000596/DSI400;ONDULEUR DE 1500 VA;07/08/2014;07/08/2014;90000;0;;879;MATERIEL INFORMATIQUE
MAI/000597/DSI400;ONDULEUR DE 1500 VA;07/08/2014;07/08/2014;90000;0;;879;MATERIEL INFORMATIQUE
MAC/000003/DRK175;CLIMATISEUR SHARP 1.5 CV;11/08/2014;11/08/2014;350000;0;;873;MATERIEL DE CLIMATISATION
MAI/000013/DAS100;ORINATEUR+ONDULEUR+COFFRET;13/08/2014;13/08/2014;1078000;0;;879;MATERIEL INFORMATIQUE
MOB/000063/DAS100;TABLE ORDINATEUR;13/08/2014;13/08/2014;187000;0;;881;MOBILIER DE BUREAU
MOB/000064/DAS100;TABLE ORDINATEUR;13/08/2014;13/08/2014;187000;0;;881;MOBILIER DE BUREAU
MAE/000008/CRB150;PARATONNERRE 65 KA;14/08/2014;14/08/2014;3328107;0;;857;MATERIEL ELECTRIQUE
MAE/000009/CRB150;PARATONNERRE 65 KA;14/08/2014;14/08/2014;3328107;0;;857;MATERIEL ELECTRIQUE
MAE/000013/CRB125;PARATONNERRE 65 KA;14/08/2014;14/08/2014;3328107;0;;857;MATERIEL ELECTRIQUE
MAE/000014/CRB125;PARATONNERRE 65 KA;14/08/2014;14/08/2014;3328107;0;;857;MATERIEL ELECTRIQUE
MAE/000054/DRB300;PARATONNERRE 65 KA;14/08/2014;14/08/2014;3509357;0;;857;MATERIEL ELECTRIQUE
MAE/000055/DRB300;PARATONNERRE 65 KA;14/08/2014;14/08/2014;3509357;0;;857;MATERIEL ELECTRIQUE
MAE/000056/DRB300;PARATONNERRE 65 KA;14/08/2014;14/08/2014;3509357;0;;857;MATERIEL ELECTRIQUE
MAE/000057/DRB300;PARATONNERRE 65 KA;14/08/2014;14/08/2014;3509357;0;;857;MATERIEL ELECTRIQUE
MAI/000004/CRK250;ORDINATEUR HP Z210;14/08/2014;14/08/2014;605000;0;;879;MATERIEL INFORMATIQUE
MAI/000606/DSI400;ORDINATEUR HP Z210;14/08/2014;14/08/2014;605000;0;;879;MATERIEL INFORMATIQUE
MAI/000607/DSI400;ORDINATEUR HP Z210;14/08/2014;14/08/2014;605000;0;;879;MATERIEL INFORMATIQUE
MAI/000608/DSI400;ORDINATEUR HP Z210;14/08/2014;14/08/2014;605000;0;;879;MATERIEL INFORMATIQUE
MAI/000609/DSI400;ORDINATEUR HP Z210;14/08/2014;14/08/2014;605000;0;;879;MATERIEL INFORMATIQUE
MAI/000610/DSI400;ORDINATEUR HP Z210;14/08/2014;14/08/2014;605000;0;;879;MATERIEL INFORMATIQUE
MAI/000611/DSI400;ORDINATEUR HP Z210;14/08/2014;14/08/2014;605000;0;;879;MATERIEL INFORMATIQUE
MAE/000004/DRO275;ACTIONNEUR VANNES DN 500;17/08/2014;17/08/2014;5933333;0;;857;MATERIEL ELECTRIQUE
MAE/000005/DRO275;ACTIONNEUR VANNES DN 500;17/08/2014;17/08/2014;5933333;0;;857;MATERIEL ELECTRIQUE
MAE/000006/DRO275;ACTIONNEUR VANNES DN 500;17/08/2014;17/08/2014;5933334;0;;857;MATERIEL ELECTRIQUE
MAE/000024/CRF125;SONDE PIEZO PAMA;18/08/2014;18/08/2014;540000;0;;859;MATERIEL ELECTROMECANIQUE
MTC/000004/DRO100;SUPPORT MURAL;18/08/2014;18/08/2014;176500;0;;875;MATERIEL DE COMMUNICATION
MOB/000109/CRB100;BUREAU EN CONTREPLAQUE;18/08/2014;18/08/2014;100000;0;;881;MOBILIER DE BUREAU
MOB/000110/CRB100;CHAISES VISITEURS;18/08/2014;18/08/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000111/CRB100;FAUTEUIL BUREAU;18/08/2014;18/08/2014;180000;0;;881;MOBILIER DE BUREAU
MOB/000112/CRB100;CHAISES GUICHETS;18/08/2014;18/08/2014;100000;0;;881;MOBILIER DE BUREAU
MOB/000113/CRB100;CHAISES VISITEURS;18/08/2014;18/08/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000114/CRB100;CHAISES VISITEURS;18/08/2014;18/08/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000115/CRB100;FAUTEUIL BUREAU;18/08/2014;18/08/2014;180000;0;;881;MOBILIER DE BUREAU
MOB/000116/CRB100;BUREAU EN CONTREPLAQUE;18/08/2014;18/08/2014;100000;0;;881;MOBILIER DE BUREAU
MAE/000045/CRO100;TRANSFORMATEUR H61 20KV/B2 50KVA;19/08/2014;19/08/2014;3414681;0;;857;MATERIEL ELECTRIQUE
